School Name,Educational District,Educational Sub-District,Block Name,Level Name,Distance to Nearest PWD Road (m),Nearest Road Type,Nearest Road Name/Ref,Latitude,Longitude
Pazhedam Panampoyil GLPS,Wandoor,Wandoor,Wandoor,1 - 4,17.2,MDR,Thachangode - Koorad - Kallamoola Road (KPWD/MDR/503020202/6,11.21106,76.292804
G. M. L. P. S. Vettam Pallippuram,Tirur,Tirur,Tirur,1 - 4,17.6,MDR,Tirur Chammaravattom Road (KPWD/MDR/503020301/56,10.82254,75.95126
G. M. U. P. S. Kakkad,Thirurangadi,Parappanangadi,,1 - 7,17.7,NH,NH 66 - Kooriyad Puthanathani (KPWD/NH66/302010503/1,11.03522,75.93824
G.L.P.S. Karuvambrum West,Malappuram,Manjeri,,1 - 4,18.1,MDR,Manjeri - Kizhisseri Road (KPWD/MDR/503020401/56,11.127181,76.101832
G. M. L. P. S. Cheruvannur,Thirurangadi,Tanur,Tanur,1 - 4,18.5,MDR,Kadungathukundu Panampalam Road (KPWD/MDR/503020301/10,10.928094,75.97306
G. L. P. S. Chottur,Tirur,Kuttippuram,Kuttippuram,1 - 4,18.7,MDR,Moodal Kanchippura By Pass Road (KPWD/MDR/503020102/22,10.9161,76.03964
G. M. L. P. S. Korad,Thirurangadi,Tanur,Tanur,1 - 4,19.0,MDR,Ittilakkal Theyyala Road (KPWD/MDR/503020301/8,10.98109,75.91401
G. M. L. P. S. Thirurangadi,Thirurangadi,Parappanangadi,,1 - 4,19.3,MDR,Tirurangadi Kundoor Cherumukku Road (KPWD/MDR/503020303/23,11.035572,75.926976
G. L. P. S. Thirurangadi,Thirurangadi,Parappanangadi,,1 - 4,19.6,SH,Parappanangadi  Areacode Road (KPWD/MPM/SH/65/1,11.044321,75.923696
G.L.P.S. Morayur,Malappuram,Kondotty,Malappuram,1 - 4,19.8,NH,NH 966 (KPWD/NH966/302010301/2,11.13574,76.0211
G U P S Mankada Pallippuram,Malappuram,Mankada,Mankada,1 - 7,19.9,MDR,Panambattachala Vennakkode Vellila (KPWD/MDR/503020402/47,11.06096,76.12727
G L P S Othukkungal,Thirurangadi,Vengara,Malappuram,1 - 4,20.3,SH,Tirur - Malappuram - Manjeri Road (KPWD/MPM/SH/71/2,11.02562,76.02641
G.M.L.P.S. Manjeri East,Malappuram,Manjeri,,1 - 4,20.4,MDR,Manjeri - Olipuzha Road (KPWD/MDR/503020401/73,11.121499,76.125117
GHS Kolappuram,Thirurangadi,Vengara,Vengara,1 -10,20.4,SH,Parappanangadi  Areacode Road (KPWD/MPM/SH/65/1,11.05608,75.935
G.M.L.P.S. Pandikkad,Malappuram,Manjeri,Wandoor,1 - 5,20.6,SH,Valancheri â€“ Angadipuram-Wandoor-Vadapuram-Nilamboor Road (KPWD/MPM/SH/73/4,11.097809,76.224314
GUPS Valiyora,Thirurangadi,Vengara,Vengara,1 - 7,20.6,SH,Malappuram - Parappanangadi Road (KPWD/MPM/SH/72/2,11.04873,75.94971
GMLPS C.U. Campus,Thirurangadi,Vengara,Tirurangadi,1 - 4,21.2,MDR,University - Kadakkattupara - Olippramkadavu - Mukkathu Kadavu Road (KPWD/MDR/503020303/39,11.13099,75.89186
G L P S Mankada,Malappuram,Mankada,Mankada,1 - 4,21.6,MDR,Tirurkad Anakayam Road (KPWD/MDR/503020203/11,11.01547,76.1772
Pookkulam GLPS,Wandoor,Wandoor,Wandoor,1 - 4,21.8,SH,Valancheri â€“ Angadipuram-Wandoor-Vadapuram-Nilamboor Road (KPWD/MPM/SH/73/4,11.18966,76.234066
G. M. L. P. S. Rayirimangalam,Thirurangadi,Tanur,,1 - 4,22.0,MDR,Tirur - Kadalundi Road (KPWD/MDR/503020301/64,10.98098,75.87693
G. F. L. P. S. Puthuponnani,Tirur,Ponnani,,1 - 5,22.3,MDR,Match Factory Road (KPWD/MDR/503020101/11,10.778658,75.919522
G. M. L. P. S. Cherumukku,Thirurangadi,Tanur,Tirurangadi,1 - 4,22.5,MDR,Tirurangadi Kundoor Cherumukku Road (KPWD/MDR/503020303/23,11.02253,75.92435
GMLPS Iringallur,Thirurangadi,Vengara,Vengara,1 - 4,22.5,MDR,Kuzhippurm - Atteeri - Kottakkal Road (KPWD/MDR/503020303/32,11.02338,76.00708
G. M. L. P. S. Puthiyakadppuram North,Thirurangadi,Tanur,,1 - 4,22.7,MDR,Tippu Sulthan Road (KPWD/MDR/503020301/28,10.950653,75.877138
G. L. P. S. Athippetta,Tirur,Kuttippuram,Kuttippuram,1 - 4,22.8,SH,Valancheri â€“ Angadipuram-Wandoor-Vadapuram-Nilamboor Road (KPWD/MPM/SH/73/1,10.90529,76.11195
G.L.P.S. Vettikkattiri,Malappuram,Manjeri,Wandoor,1 - 4,22.9,MDR,Manjeri - Olipuzha Road (KPWD/MDR/503020401/73,11.095161,76.213942
G. L. P. S. Venniyur,Thirurangadi,Parappanangadi,,1 - 4,23.2,MDR,Venniyoor Paramba Thannur Road (KPWD/MDR/503020303/30,11.014938,75.938959
GMUPS Kizhisseri,Malappuram,Kizhisseri,Areacode,1 - 7,23.4,SH,Parappanangadi  Areacode Road (KPWD/MPM/SH/65/2,11.17007,75.99138
G.M.L.P.S. Kondotty,Malappuram,Kondotty,,1 - 4,23.8,MDR,Old Kozhikode Palakkad Road (KPWD/MDR/503020302/39,11.14756,75.96498
G. L. P. S. Perumparamba,Tirur,Edappal,Ponnani,1 - 4,23.8,MDR,Edappal Tavanoor Road (KPWD/MDR/503020101/8,10.8015,75.99547
G.L.P.S. Pandallur,Malappuram,Manjeri,Malappuram,1 - 4,24.0,MDR,Anakkayam - Oravambram Road (KPWD/MDR/503020401/2,11.084432,76.166711
G. L. P. S. Sukapuram,Tirur,Edappal,Ponnani,1 - 4,24.0,MDR,Naduvattom Thanneerkodu Road (KPWD/MDR/503020102/9,10.77321,76.01494
G.M.L.P.S. Manjeri South,Malappuram,Manjeri,,1 - 4,24.1,MDR,N.S.S. College Road - Manjeri (KPWD/MDR/503020401/14,11.120905,76.12658
G. L. P. S. Parappanangadi,Thirurangadi,Parappanangadi,,1 - 5,24.1,MDR,Tirur - Kadalundi Road (KPWD/MDR/503020303/37,11.06918,75.85364
GMUPS Kannamangalam,Thirurangadi,Vengara,Vengara,1 - 7,24.1,MDR,Vengara - Achanambalam Road (KPWD/MDR/503020303/27,11.07803,75.97556
G. L. P. S. Anappadi,Thirurangadi,Parappanangadi,Tirurangadi,1 - 4,24.6,MDR,Chelari - Parappnangadi Road (KPWD/MDR/503020303/5,11.07553,75.85647
G. L. P. S. Kaladi,Tirur,Edappal,Ponnani,1 - 4,24.9,SH,Trissur Kuttipuram Road (KPWD/MPM/SH/69/4,10.81377,76.01296
G. M. L. P. S. Vadakkummuri,Tirur,Edappal,Perumpadappa,1 - 4,25.2,MDR,Variyarmoola - Chelakkadavu Road (KPWD/MDR/503020101/19,10.737365,76.010027
GLPS Orakam Kizhumuri,Thirurangadi,Vengara,Vengara,1 - 5,26.1,MDR,Athikarathodi - Kuttaloor Road Reach 2 (KPWD/MDR/503020402/15,11.052021,75.993125
G. F. L. P. S. Parappanangadi,Thirurangadi,Parappanangadi,,1 - 4,26.5,MDR,Chetippadi Alungal Beach Road (KPWD/MDR/503020303/6,11.070636,75.847279
G.M.L.P.S. Kidangazhi,Malappuram,Manjeri,,1 - 4,26.7,SH,Manjery By Pass First Reach (S.H 28) (KPWD/SH/503020401/35,11.122817,76.11537
G. U. P. S. Painkannur,Tirur,Kuttippuram,,1 - 7,26.7,NH,NH 66 - Puthanathani to Kappirikkad (KPWD/NH66/302010501/1,10.87406,76.0641
GLPS Kizhisseri,Malappuram,Kizhisseri,Areacode,1 - 5,27.2,MDR,Omannur Kuzhimanna Road (KPWD/MDR/503020302/11,11.17617,75.99761
G. M. L. P. S. Ponmundam South,Thirurangadi,Tanur,Tanur,1 - 4,27.9,MDR,Tanalur Puthanathani Road (KPWD/MDR/503020301/52,10.94892,75.95095
Pullippadam GLPS,Wandoor,Nilambur,Wandoor,1 - 4,28.0,MDR,Mundengara - Pullippadam - Odayikkal - Veetikkunnu Road (KPWD/MDR/503020401/37,11.24638,76.17012
G. M. L. P. S. Ponnani Town,Tirur,Ponnani,,1 - 4,28.1,MDR,Western End Of Match Factory Road (KPWD/MDR/503020101/23,10.775853,75.922213
GLPS Kuzhimanna,Malappuram,Kizhisseri,Areacode,1 - 4,28.3,MDR,Manjeri - Kizhisseri Road (KPWD/MDR/503020401/57,11.17135,76.01795
G M L P S Pandallur,Malappuram,Manjeri,Malappuram,1 - 4,28.5,MDR,Anakkayam - Oravambram Road (KPWD/MDR/503020401/2,11.085446,76.175403
K.M Musthafa Memorial G.L.P.S. Mundengara,Malappuram,Manjeri,Areacode,1 - 5,28.6,MDR,Pathananapuram - Moorkanad Road (KPWD/MDR/503020401/16,11.223766,76.140821
GMLPS Muthiramanna,Malappuram,Perinthalmanna,Perinthalmanna,1 - 4,28.6,MDR,Pallippadi Bidathi Road (KPWD/MDR/503020201/23,10.95579,76.29689
GMLPS Kilinakode,Thirurangadi,Vengara,Vengara,1 - 4,28.6,MDR,Cherur - Kilinakode - Parakkaanni Road (KPWD/MDR/503020402/17,11.07687,76.00053
Padikkal KalyaniAMMA Memorial G L P S Kallurma,Tirur,Edappal,Perumpadappa,1 - 4,28.6,MDR,Changaramkulam Cheruvallur Road (KPWD/MDR/503020101/5,10.71287,76.01779
GLPS Thavarapparamba,Wandoor,Areacode,Areacode,1 - 4,28.7,MDR,Perakamanna - Kuzhiyamparamba Road (KPWD/MDR/503020401/42,11.189739,76.048509
G. L. P. S. Kuttippuram North,Tirur,Kuttippuram,Kuttippuram,1 - 4,28.8,MDR,PH Centre - Mukkilapeedika Road (KPWD/MDR/503020102/12,10.85369,76.03773
G.M.U.P.S. Oravambram,Wandoor,Melattur,Perinthalmanna,1 - 7,29.1,SH,Valancheri â€“ Angadipuram-Wandoor-Vadapuram-Nilamboor Road (KPWD/MPM/SH/73/3,11.08214,76.21665
Uliyathu Aboobacker Memmorial  G. L. P. S. Vadakkummuri,Tirur,Edappal,Perumpadappa,1 - 4,29.2,MDR,Kanhoor Naranipuzha Road (KPWD/MDR/503020101/10,10.72425,75.99978
G.M.L.P.S. Kolmanna,Malappuram,Malappuram,,1 - 4,29.3,SH,Malappuram - Parappanangadi Road (KPWD/MPM/SH/72/1,11.050419,76.057563
G.M.U.P.S. Melakkam,Malappuram,Manjeri,,1 - 7,29.3,SH,Kozhikode - Nilmbur - Gudallur Road (KPWD/MPM/SH/28/1,11.122684,76.119386
G.M.U.P.S. Kottakkal,Malappuram,Malappuram,,1 - 7,29.5,MDR,Kottakkal Arya Vydya Sala Road (KPWD/MDR/503020402/25,10.99913,76.00788
G.L.P.S. Nediyiruppu,Malappuram,Kondotty,,1 - 5,29.6,NH,NH 966 (KPWD/NH966/302010301/2,11.1326,75.99311
G.L.P.S. Panikkarapuraya,Malappuram,Kondotty,Kondotty,1 - 4,29.7,MDR,Kondotti Vazhakkad Road (KPWD/MDR/503020302/8,11.24498,75.96972
G.M.L.P.S. Morayur,Malappuram,Kondotty,Malappuram,1 - 4,30.3,NH,NH 966 (KPWD/NH966/302010301/2,11.13366,76.01528
G. M. L. P. S. Tanur North,Thirurangadi,Tanur,,1 - 4,31.0,MDR,Road Connecting Tirur Kadalundy Road And Tipusulthan Road (KPWD/MDR/503020301/24,10.98312,75.869813
G. L. P. S. Chiyanur,Tirur,Edappal,Perumpadappa,1 - 4,31.0,MDR,Changaramkulam - Kakkadippuram Road (KPWD/MDR/503020102/2,10.73833,76.0303
GLPS Palappatta,Wandoor,Areacode,Areacode,1 - 4,31.3,SH,Koyilandy Thamarassery Mukkom Areacode Edavanna Road up to Erannyamakkal (KPWD/MPM/SH/34/6,11.213015,76.120174
G. L. P. S. Kattilangadi,Tirur,Kuttippuram,Kuttippuram,1 - 4,31.5,MDR,Vettichira- Kattilangadi Road (KPWD/MDR/503020301/47,10.89922,76.01126
GLPS Thachanna,Wandoor,Areacode,Areacode,1 - 4,31.6,MDR,Pathananapuram - Moorkanad Road (KPWD/MDR/503020401/16,11.2406,76.07077
G. U. P. S. Cheruvayikkara,Tirur,Ponnani,,1 - 7,31.7,MDR,Palakkad - Ponnani Road (KPWD/MDR/503020101/15,10.7891,75.96361
G. H. S. S. Maranchery,Tirur,Ponnani,Perumpadappa,1 - 12,32.3,SH,Guruvayoor - Althara - Ponnani Road (KPWD/MPM/SH/62/2,10.74075,75.97083
G. M. L. P. S. Thalakadathur,Thirurangadi,Tanur,Tanur,1 - 4,33.0,SH,Tirur - Malappuram - Manjeri Road (KPWD/MPM/SH/71/1,10.939,75.93746
GLPS Orakam Melmuri,Thirurangadi,Vengara,Vengara,1 - 4,33.0,SH,Malappuram - Parappanangadi Road (KPWD/MPM/SH/72/1,11.063756,76.031395
GLPS Chungathara Panchayath,Wandoor,Nilambur,Nilambur,1 - 4,33.0,MDR,Chungathara - Kuttimunda Road (KPWD/MDR/503020403/3,11.352719,76.265172
Konamunda GLPS,Wandoor,Nilambur,Nilambur,1 - 4,33.0,MDR,Akampadom - Pathar Road (KPWD/MDR/503020403/1,11.32322,76.21861
G.L.P.S. Narukara,Malappuram,Manjeri,,1 - 4,33.9,SH,Kozhikode - Nilmbur - Gudallur Road (KPWD/MPM/SH/28/1,11.120787,76.096863
G.M.U.P.S. Ozhukur,Malappuram,Kondotty,Malappuram,1 - 7,34.7,MDR,Morayur Edapparamb Kizhisseri Road (KPWD/MDR/503020302/26,11.15409,76.01258
G.L.P.S. Paranki Moochikkal,Malappuram,Malappuram,Malappuram,1 - 4,34.8,MDR,Chenathadam - Kuruppampadi (KPWD/MDR/503020402/16,11.006385,76.041245
G. M. L. P. S. Ayirani,Tirur,Kuttippuram,Kuttippuram,1 - 4,35.0,MDR,Tanalur Puthanathani Road (KPWD/MDR/503020301/52,10.93784,75.98762
GMLPS Orakam Kizhmuri,Thirurangadi,Vengara,Vengara,1 - 4,35.7,MDR,Athikarathodi - Kuttaloor Road Reach 2 (KPWD/MDR/503020402/15,11.050383,76.011311
Pazhayakadakkal GUPS,Wandoor,Wandoor,Kalikavu,1 - 7,36.0,SH,Perumbilavu -Nilamboor Road (KPWD/MPM/SH/39/6,11.142177,76.347892
G.L.P.S. Vettathur,Malappuram,Kondotty,Kondotty,1 - 4,36.8,MDR,Valillappuzha - Elamaram - Irattamoozhi Road (KPWD/MDR/503020302/14,11.25618,75.98985
Mooleppadam GLPS,Wandoor,Nilambur,Nilambur,1 - 4,36.9,MDR,Nilambur - Valamthodu Road (KPWD/MDR/503020403/11,11.32223,76.19252
G. H. S. S. Kadanchery,Tirur,Edappal,Ponnani,1 - 12,37.0,MDR,Nadakkavu - Nariparamba Road (KPWD/MDR/503020102/8,10.82585,75.98763
G H S Meenadathur,Thirurangadi,Tanur,Tanur,1 -10,37.1,MDR,Payyanangadi Tanalur Road (KPWD/MDR/503020301/21,10.942207,75.910048
Vadapuram GMLPS,Wandoor,Nilambur,Wandoor,1 - 4,37.5,SH,Kozhikode - Nilmbur - Gudallur Road (KPWD/MPM/SH/28/2,11.258116,76.20282
GLPS Kunnakkavu,Malappuram,Perinthalmanna,Perinthalmanna,1 - 4,37.6,MDR,Cherukara Muthukurussi Road (KPWD/MDR/503020201/4,10.90472,76.24743
GHSS Peruvallur,Thirurangadi,Vengara,Tirurangadi,1 - 12,37.7,MDR,University Parambil Peedika Road (KPWD/MDR/503020303/26,11.10531,75.92466
G.L.P.S. Kara,Wandoor,Melattur,Perinthalmanna,1 - 4,37.7,MDR,Karyavattam Alamallur Road (KPWD/MDR/503020203/18,11.00977,76.32209
G.L.P.S. Thelakkad,Wandoor,Melattur,Perinthalmanna,1 - 4,38.2,MDR,Karyavattam Alamallur Road (KPWD/MDR/503020203/5,11.02292,76.25808
G. L. P. S. Mookkuthala,Tirur,Edappal,Perumpadappa,1 - 4,38.5,MDR,Kanhoor Naranipuzha Road (KPWD/MDR/503020101/10,10.73319,76.01244
G. L. P. S. Kanhiramukku,Tirur,Ponnani,Perumpadappa,1 - 5,38.9,SH,Guruvayoor - Althara - Ponnani Road (KPWD/MPM/SH/62/2,10.75871,75.96689
G L P S Meenarkuzhi,Malappuram,Mankada,Mankada,1 - 4,39.3,MDR,Kuruva - Chattiparamba Road (KPWD/MDR/503020201/7,11.00891,76.105324
G. L. P. S. Tanur,Thirurangadi,Tanur,,1 - 5,39.4,MDR,Tirur - Kadalundi Road (KPWD/MDR/503020301/43,10.974337,75.8792
G H S Aliparamba,Malappuram,Perinthalmanna,Perinthalmanna,1 - 12,39.8,MDR,Poovathani Pallikunnu Kampram Mannothil Kadavu Road (KPWD/MDR/503020201/24,10.918934,76.312984
G. U. P. S. Othalur,Tirur,Edappal,Perumpadappa,1 - 7,40.2,MDR,Othaloor Pavittapuram Road (KPWD/MDR/503020101/14,10.71227,76.0475
G.M.L.P.S. Chappanangadi,Malappuram,Malappuram,Malappuram,1 - 4,40.6,MDR,Kottakkal - Chappanangadi Road (KPWD/MDR/503020402/5,11.004902,76.042617
G. L. P. S. Thuyyam,Tirur,Edappal,Ponnani,1 - 4,40.8,MDR,Palakkad - Ponnani Road (KPWD/MDR/503020101/15,10.78511,75.98425
GUPS Moorkanad,Wandoor,Areacode,Areacode,1 - 7,40.8,MDR,Pathananapuram - Moorkanad Road (KPWD/MDR/503020401/16,11.24091,76.05748
Mampad North GMLPS,Wandoor,Nilambur,Wandoor,1 - 4,41.0,SH,Kozhikode - Nilmbur - Gudallur Road (KPWD/MPM/SH/28/2,11.247311,76.180297
GMLPS Pookalathur,Malappuram,Kizhisseri,Areacode,1 - 4,41.3,MDR,Karaparamba - Pokkalathur - Mongam Road (KPWD/MDR/503020402/4,11.1575,76.05687
G. L. P. S. Pariyapuram,Thirurangadi,Tanur,,1 - 5,41.6,MDR,Tirur - Kadalundi Road (KPWD/MDR/503020301/64,11.00222,75.87384
G G V H S S Wandoor,Wandoor,Wandoor,Wandoor,1 - 12,42.0,MDR,Thirkkalangodu - Thiruvali - Wandoor - Kalikavu Road (KPWD/MDR/503020202/7,11.19562,76.234259
GLPS Valamangalam,Malappuram,Kizhisseri,Areacode,1 - 4,42.3,MDR,Valluvambram - Valamangalam - Pookolathur Road (KPWD/MDR/503020401/50,11.13874,76.05661
GMLPS Nilambur,Wandoor,Nilambur,,1 - 4,43.1,SH,Kozhikode - Nilmbur - Gudallur Road (KPWD/MPM/SH/28/2,11.284931,76.23748
G. L. P. S. Edappal,Tirur,Edappal,Ponnani,1 - 4,44.0,MDR,Edappal Tavanoor Road (KPWD/MDR/503020101/8,10.78845,75.99628
G. L. P. S. K.Puram,Thirurangadi,Tanur,Tanur,1 - 5,44.2,MDR,Pathampad - Vattathani Road (KPWD/MDR/503020301/40,10.95149,75.89791
G.M.L.P.S. Karakunnu,Malappuram,Manjeri,Wandoor,1 - 4,44.3,SH,Kozhikode - Nilmbur - Gudallur Road (KPWD/MPM/SH/28/1,11.169844,76.131066
Thuvvur GLPS,Wandoor,Wandoor,Kalikavu,1 - 4,44.8,SH,Perumbilavu -Nilamboor Road (KPWD/MPM/SH/39/6,11.111585,76.284165
G. U. P. S. Karingappara,Thirurangadi,Tanur,Tanur,1 - 7,45.0,MDR,Vylathur Kozhichena Road (KPWD/MDR/503020301/33,10.9862,75.94249
G.M.L.P.S. Manjeri,Malappuram,Manjeri,,1 - 4,45.7,MDR,Manjeri - Olipuzha Road (KPWD/MDR/503020401/73,11.119506,76.12179
G.W.U.P.S. Nediyiruppu,Malappuram,Kondotty,,1 - 7,46.2,MDR,Musliyarangadi - Moochikkundu - N.H Colony Cheruppadi Road (KPWD/MDR/503020402/39,11.1077,75.99778
Kooripoyil GLPS,Wandoor,Wandoor,Kalikavu,1 - 4,46.7,MDR,Udhirampoyil - Maliyekkal Road (KPWD/MDR11/503020202/14,11.199853,76.297753
Myladi GUPS,Wandoor,Nilambur,Nilambur,1 - 7,46.9,MDR,Nilambur - Valamthodu Road (KPWD/MDR/503020403/11,11.30432,76.23129
Chadangamkulam GLPS,Wandoor,Wandoor,Wandoor,1 - 5,47.0,SH,Valancheri â€“ Angadipuram-Wandoor-Vadapuram-Nilamboor Road (KPWD/MPM/SH/73/4,11.217016,76.221099
G H S S Kadungapuram,Malappuram,Mankada,Mankada,1 - 12,47.1,MDR,Angadippuram Cherukulamba Road (KPWD/MDR/503020201/3,10.98095,76.13832
GMLPS Puthur,Thirurangadi,Vengara,Malappuram,1 - 4,47.9,MDR,Kottakkal - Chappanangadi Road (KPWD/MDR/503020402/5,11.0036,76.01524
GMUPS Valapuram,Malappuram,Perinthalmanna,Perinthalmanna,1 - 7,48.5,MDR,Vengad Chemmalassery Road (KPWD/MDR/503020201/13,10.921364,76.165784
Nilambur GMUPS,Wandoor,Nilambur,,1 - 7,48.9,SH,Kozhikode - Nilmbur - Gudallur Road (KPWD/MPM/SH/28/2,11.27587,76.22294
G.M.U.P.S. Chirayil,Malappuram,Kondotty,,1 - 7,49.2,SH,Parappanangadi  Areacode Road (KPWD/MPM/SH/65/2,11.12842,75.97477
G.M.U.P.S. Vazhakkad,Malappuram,Kondotty,Kondotty,1 - 7,49.2,MDR,Kondotti Vazhakkad Road (KPWD/MDR/503020302/8,11.24721,75.9523
G.U.P.S. Manjeri,Malappuram,Manjeri,,1 - 7,49.4,SH,Kozhikode - Nilmbur - Gudallur Road (KPWD/MPM/SH/28/1,11.120277,76.115769
GUPS Klari,Thirurangadi,Vengara,Vengara,1 - 7,49.7,SH,Tirur - Malappuram - Manjeri Road (KPWD/MPM/SH/71/1,10.99273,75.97987
G.L.P.S. Arukizhaya,Malappuram,Manjeri,,1 - 4,49.8,SH,Manjery By Pass Second Reach (KPWD/SH/503020401/74,11.123878,76.12379
Pullengode GMLPS,Wandoor,Wandoor,Kalikavu,1 - 4,49.9,SH,Perumbilavu - Nilamboor Road (KPWD/SH39/503020403/14,11.200585,76.337047
G. L. P. S. Ozhur,Thirurangadi,Tanur,Tanur,1 - 5,50.1,MDR,Ozhur Pandimuttam Road (KPWD/MDR/503020301/18,10.966,75.90611
G.U.P.S. Veembur,Malappuram,Manjeri,,1 - 7,50.6,SH,Kozhikode - Nilmbur - Gudallur Road (KPWD/MPM/SH/28/1,11.119429,76.089154
Amapoyil GLPS,Wandoor,Wandoor,Kalikavu,1 - 4,50.8,MDR,Thuvur - Puttamanna (KPWD/MDR13/503020202/13,11.161726,76.308576
G.L.P.S. Manjeri,Malappuram,Manjeri,,1 - 4,51.3,SH,Tirur - Malappuram - Manjeri road (KPWD/MPM/SH/71/4,11.116944,76.119939
GLPS Kuniyil,Wandoor,Areacode,Areacode,1 - 4,51.6,MDR,Kuttoli - Pannicode Road (KPWD/MDR/503020401/9,11.25558,76.01938
GLPS Olakara,Thirurangadi,Vengara,Tirurangadi,1 - 4,52.4,MDR,Kollanchina Pukayoor Road (KPWD/MDR/503020303/11,11.083855,75.930001
G. L. P. S. Karaikkad,Tirur,Kuttippuram,Kuttippuram,1 - 4,52.7,MDR,Moodal - Kavumpuram - Kadampuzha Road (KPWD/MDR/503020102/27,10.926926,76.055676
G.L.P.S. Chemmaniyode,Wandoor,Melattur,Perinthalmanna,1 - 5,53.0,SH,Perumbilavu -Nilamboor Road (KPWD/MPM/SH/39/5,11.04589,76.2827
G L P S Kuruva,Malappuram,Mankada,Mankada,1 - 4,54.0,MDR,Vettichira Koottilangadi Road (KPWD/MDR/503020201/26,11.007169,76.113227
G. M. L. P. S. Parappanangadi Town,Thirurangadi,Parappanangadi,Tirurangadi,1 - 5,55.5,MDR,Tirur - Kadalundi Road (KPWD/MDR/503020303/37,11.04823,75.85857
GMLPS Kakkooth,Malappuram,Perinthalmanna,,1 - 4,55.9,SH,Perumbilavu -Nilamboor Road (KPWD/MPM/SH/39/4,10.983306,76.224638
G. L. P. S. Kalpakancheri,Tirur,Kuttippuram,Kuttippuram,1 - 4,56.1,MDR,Kadungathukundu Panampalam Road (KPWD/MDR/503020301/10,10.93859,75.97679
G.L.P.S. Cherukulam,Malappuram,Manjeri,Wandoor,1 - 4,56.4,MDR,Kuttippara - Cherukode Road (KPWD/MDR/503020401/8,11.13093,76.17933
Perumbathur GLPS,Wandoor,Nilambur,Nilambur,1 - 4,56.4,MDR,Akampadom - Pathar Road (KPWD/MDR/503020403/1,11.34724,76.21509
G. L. P. S. Kulakkad,Tirur,Kuttippuram,Kuttippuram,1 - 4,57.2,MDR,PH Centre - Mukkilapeedika Road (KPWD/MDR/503020102/12,10.851369,76.04091
G. H. S. Trikkulam,Thirurangadi,Parappanangadi,,1 -10,57.9,SH,Parappanangadi  Areacode Road (KPWD/MPM/SH/65/1,11.04218,75.90944
Santhinagar GLPS,Wandoor,Wandoor,Wandoor,1 - 4,58.0,MDR,Parakkulam Kootumunda - Santhinagar (KPWD/MDR/503020202/4,11.208766,76.260674
G. F. L. P. S. Ponnani,Tirur,Ponnani,,1 - 4,58.3,NH,NH 66 - Puthanathani to Kappirikkad (KPWD/NH66/302010501/2,10.74474,75.93421
G.L.P.S. Pookkuth,Malappuram,Manjeri,Wandoor,1 - 5,58.7,SH,Perumbilavu -Nilamboor Road (KPWD/MPM/SH/39/6,11.099745,76.261683
G.M.L.P.S. Edavanna,Malappuram,Manjeri,Areacode,1 - 4,58.8,MDR,Edavanna - Tiruvali Road (KPWD/MDR/503020202/2,11.216576,76.142188
GLPS Vilayil Parappur,Malappuram,Kizhisseri,Areacode,1 - 4,58.9,MDR,Kadungallur - Vilayil - Chaliyappuram Road (KPWD/MDR/503020302/6,11.218949,76.000931
G. U. P. S. Purathur,Tirur,Tirur,Tirur,1 - 7,59.3,MDR,Alathiyoor Pallikkadavu Road (KPWD/MDR/503020301/1,10.80417,75.92182
CHAKKEERI AHAMMED KUTTY MEMORIAL G.M.U.P.S.CHERUR,Thirurangadi,Vengara,Vengara,1 - 7,59.9,MDR,Vengara Kunnumpuram Road (KPWD/MDR/503020303/28,11.0683,75.98593
G U P S Odakkayam,Wandoor,Areacode,Areacode,1 - 7,61.3,MDR,Therattummal - Vdakkummuri - Odakkayam Road (KPWD/MDR/503020401/46,11.274431,76.128997
G. M. L. P. S. Edakadappuram,Thirurangadi,Tanur,Tanur,1 - 4,61.7,MDR,Tippu Sulthan Road (KPWD/MDR/503020301/28,10.96927,75.872743
G.M.L.P.S. Odompatta,Malappuram,Manjeri,Wandoor,1 - 4,62.7,MDR,Poolamanna - Vaniyambalam Road (KPWD/MDR/503020202/5,11.122876,76.267975
G. M. U. P. S. Tanur Town,Thirurangadi,Tanur,,1 - 7,62.8,MDR,Tippu Sulthan Road (KPWD/MDR/503020301/28,10.97752,75.871183
G.L.P.S. Ramankulam,Malappuram,Manjeri,,1 - 4,62.9,SH,Manjery By Pass First Reach (S.H 28) (KPWD/SH/503020401/35,11.124845,76.111281
G.H.S. Chaliyappuram,Malappuram,Kondotty,Kondotty,1 -10,63.8,MDR,Edavannappara - Elamaram Road (KPWD/MDR/503020302/4,11.24727,75.97841
GLPS Pulpatta,Malappuram,Kizhisseri,Areacode,1 - 4,64.0,MDR,Manjeri - Kizhisseri Road (KPWD/MDR/503020401/56,11.14741,76.08168
G.L.P.S. Karad,Malappuram,Kondotty,Kondotty,1 - 4,65.9,MDR,Feroke College Vazhakkad Road (KPWD/MDR/503020302/32,11.20628,75.87741
Mampattumoola GLPS,Wandoor,Wandoor,Kalikavu,1 - 4,66.4,MDR,Thachangode - Koorad - Kallamoola Road (KPWD/MDR/503020202/6,11.221497,76.317112
GLPS Parathakkad,Malappuram,Kizhisseri,Kondotty,1 - 4,66.7,MDR,Kizhisseri - Teacherpadi Road (KPWD/MDR/503020302/21,11.17908,75.97024
