School Name,Educational District,Educational Sub-District,Block Name,Level Name,Distance to Nearest PWD Road (m),Nearest Road Type,Nearest Road Name/Ref,Latitude,Longitude
G. L. P. S. Karaikkad,Tirur,Kuttippuram,Kuttippuram,1 - 4,52.7,MDR,Moodal - Kavumpuram - Kadampuzha Road (KPWD/MDR/503020102/27,10.926926,76.055676
G. L. P. S. Kalpakancheri,Tirur,Kuttippuram,Kuttippuram,1 - 4,56.1,MDR,Kadungathukundu Panampalam Road (KPWD/MDR/503020301/10,10.93859,75.97679
G. L. P. S. Kulakkad,Tirur,Kuttippuram,Kuttippuram,1 - 4,57.2,MDR,PH Centre - Mukkilapeedika Road (KPWD/MDR/503020102/12,10.851369,76.04091
G. L. P. S. Mankeri,Tirur,Kuttippuram,Kuttippuram,1 - 4,69.6,MDR,Variyathupady Mankeri Vendalloor Road 2 (KPWD/MDR/503020102/15,10.85354,76.08205
G. U. P. S. Randathani,Tirur,Kuttippuram,Kuttippuram,1 - 7,86.9,NH,NH 66 - Kooriyad Puthanathani (KPWD/NH66/302010503/1,10.96144,76.00752
G. H. S. Athavanad,Tirur,Kuttippuram,Kuttippuram,1 -10,87.8,MDR,Patternadakkavu - Kanjippura Road (KPWD/MDR/503020301/41,10.89707,76.02314
G. F. L. P. S. Puthuponnani,Tirur,Ponnani,,1 - 5,22.3,MDR,Match Factory Road (KPWD/MDR/503020101/11,10.778658,75.919522
G. M. L. P. S. Ponnani Town,Tirur,Ponnani,,1 - 4,28.1,MDR,Western End Of Match Factory Road (KPWD/MDR/503020101/23,10.775853,75.922213
G. U. P. S. Cheruvayikkara,Tirur,Ponnani,,1 - 7,31.7,MDR,Palakkad - Ponnani Road (KPWD/MDR/503020101/15,10.7891,75.96361
G. H. S. S. Maranchery,Tirur,Ponnani,Perumpadappa,1 - 12,32.3,SH,Guruvayoor - Althara - Ponnani Road (KPWD/MPM/SH/62/2,10.74075,75.97083
G. L. P. S. Kanhiramukku,Tirur,Ponnani,Perumpadappa,1 - 5,38.9,SH,Guruvayoor - Althara - Ponnani Road (KPWD/MPM/SH/62/2,10.75871,75.96689
G. F. L. P. S. Ponnani,Tirur,Ponnani,,1 - 4,58.3,NH,NH 66 - Puthanathani to Kappirikkad (KPWD/NH66/302010501/2,10.74474,75.93421
G. M. L. P. S. Vettam Pallippuram,Tirur,Tirur,Tirur,1 - 4,17.6,MDR,Tirur Chammaravattom Road (KPWD/MDR/503020301/56,10.82254,75.95126
G. U. P. S. Purathur,Tirur,Tirur,Tirur,1 - 7,59.3,MDR,Alathiyoor Pallikkadavu Road (KPWD/MDR/503020301/1,10.80417,75.92182
G. M. U. P. S. Paravanna,Tirur,Tirur,Tirur,1 - 7,67.2,MDR,Tippu Sulthan Road (KPWD/MDR/503020301/28,10.900722,75.89231
G. M. L. P. S. Kuttayi North,Tirur,Tirur,Tirur,1 - 4,72.3,MDR,Tippu Sulthan Road (KPWD/MDR/503020301/28,10.849138,75.901949
GMLPS Kizhuparamba,Wandoor,Areacode,Areacode,1 - 4,9.8,MDR,Keezhuparamba - Nellarkadavu Road (KPWD/MDR/503020401/60,11.24977,76.01347
GLPS Thavarapparamba,Wandoor,Areacode,Areacode,1 - 4,28.7,MDR,Perakamanna - Kuzhiyamparamba Road (KPWD/MDR/503020401/42,11.189739,76.048509
GLPS Palappatta,Wandoor,Areacode,Areacode,1 - 4,31.3,SH,Koyilandy Thamarassery Mukkom Areacode Edavanna Road up to Erannyamakkal (KPWD/MPM/SH/34/6,11.213015,76.120174
GLPS Thachanna,Wandoor,Areacode,Areacode,1 - 4,31.6,MDR,Pathananapuram - Moorkanad Road (KPWD/MDR/503020401/16,11.2406,76.07077
GUPS Moorkanad,Wandoor,Areacode,Areacode,1 - 7,40.8,MDR,Pathananapuram - Moorkanad Road (KPWD/MDR/503020401/16,11.24091,76.05748
GLPS Kuniyil,Wandoor,Areacode,Areacode,1 - 4,51.6,MDR,Kuttoli - Pannicode Road (KPWD/MDR/503020401/9,11.25558,76.01938
G U P S Odakkayam,Wandoor,Areacode,Areacode,1 - 7,61.3,MDR,Therattummal - Vdakkummuri - Odakkayam Road (KPWD/MDR/503020401/46,11.274431,76.128997
GLPS Pavanna,Wandoor,Areacode,Areacode,1 - 4,94.9,MDR,Moorkanad - Mythra - Valiyaventek Road (KPWD/MDR/503020401/36,11.2204,76.09844
GLPS Thencheri,Wandoor,Areacode,Areacode,1 - 4,98.9,MDR,Moorkanad - Mythra - Valiyaventek Road (KPWD/MDR/503020401/36,11.23171,76.09292
G.M.U.P.S. Oravambram,Wandoor,Melattur,Perinthalmanna,1 - 7,29.1,SH,Valancheri â€“ Angadipuram-Wandoor-Vadapuram-Nilamboor Road (KPWD/MPM/SH/73/3,11.08214,76.21665
G.L.P.S. Kara,Wandoor,Melattur,Perinthalmanna,1 - 4,37.7,MDR,Karyavattam Alamallur Road (KPWD/MDR/503020203/18,11.00977,76.32209
G.L.P.S. Thelakkad,Wandoor,Melattur,Perinthalmanna,1 - 4,38.2,MDR,Karyavattam Alamallur Road (KPWD/MDR/503020203/5,11.02292,76.25808
G.L.P.S. Chemmaniyode,Wandoor,Melattur,Perinthalmanna,1 - 5,53.0,SH,Perumbilavu -Nilamboor Road (KPWD/MPM/SH/39/5,11.04589,76.2827
G.M.L.P.S. Nenmini,Wandoor,Melattur,Perinthalmanna,1 - 4,86.0,MDR,Areekadampakku Nenmini Road (KPWD/MDR/503020203/4,11.05346,76.2094
G.M.L.P.S. Pallikuth,Wandoor,Melattur,Perinthalmanna,1 - 4,91.0,SH,Perumbilavu -Nilamboor Road (KPWD/MPM/SH/39/5,11.01528,76.22959
Naduvakkad GLPS,Wandoor,Nilambur,Wandoor,1 - 4,9.7,MDR,Mampad Ferry - Thrikkaikuth Ferry Road (KPWD/MDR/503020403/26,11.24277,76.19103
GLPS Meppadam,Wandoor,Nilambur,Wandoor,1 - 4,12.0,MDR,Thiruvali High School Padi - Mepadam - Mampad P.H.C (KPWD/MDR18/503020202/12,11.22918,76.18182
Pullippadam GLPS,Wandoor,Nilambur,Wandoor,1 - 4,28.0,MDR,Mundengara - Pullippadam - Odayikkal - Veetikkunnu Road (KPWD/MDR/503020401/37,11.24638,76.17012
GLPS Chungathara Panchayath,Wandoor,Nilambur,Nilambur,1 - 4,33.0,MDR,Chungathara - Kuttimunda Road (KPWD/MDR/503020403/3,11.352719,76.265172
Konamunda GLPS,Wandoor,Nilambur,Nilambur,1 - 4,33.0,MDR,Akampadom - Pathar Road (KPWD/MDR/503020403/1,11.32322,76.21861
Mooleppadam GLPS,Wandoor,Nilambur,Nilambur,1 - 4,36.9,MDR,Nilambur - Valamthodu Road (KPWD/MDR/503020403/11,11.32223,76.19252
Vadapuram GMLPS,Wandoor,Nilambur,Wandoor,1 - 4,37.5,SH,Kozhikode - Nilmbur - Gudallur Road (KPWD/MPM/SH/28/2,11.258116,76.20282
Mampad North GMLPS,Wandoor,Nilambur,Wandoor,1 - 4,41.0,SH,Kozhikode - Nilmbur - Gudallur Road (KPWD/MPM/SH/28/2,11.247311,76.180297
GMLPS Nilambur,Wandoor,Nilambur,,1 - 4,43.1,SH,Kozhikode - Nilmbur - Gudallur Road (KPWD/MPM/SH/28/2,11.284931,76.23748
Myladi GUPS,Wandoor,Nilambur,Nilambur,1 - 7,46.9,MDR,Nilambur - Valamthodu Road (KPWD/MDR/503020403/11,11.30432,76.23129
Nilambur GMUPS,Wandoor,Nilambur,,1 - 7,48.9,SH,Kozhikode - Nilmbur - Gudallur Road (KPWD/MPM/SH/28/2,11.27587,76.22294
Perumbathur GLPS,Wandoor,Nilambur,Nilambur,1 - 4,56.4,MDR,Akampadom - Pathar Road (KPWD/MDR/503020403/1,11.34724,76.21509
Valanthode GTLPS,Wandoor,Nilambur,Nilambur,1 - 4,89.4,MDR,Nilambur - Valamthodu Road (KPWD/MDR/503020403/11,11.3254,76.19236
Koithakundu GLPS,Wandoor,Wandoor,Kalikavu,1 - 4,11.3,MDR,Karuvarakundu - Kuttathi - Neelancheri - Kalikavu (KPWD/MDR15/503020202/10,11.134268,76.32921
Pallisseri GLPS,Wandoor,Wandoor,Kalikavu,1 - 4,15.1,MDR,Thirkkalangodu - Thiruvali - Wandoor - Kalikavu Road (KPWD/MDR/503020202/18,11.179967,76.303281
Pazhedam Panampoyil GLPS,Wandoor,Wandoor,Wandoor,1 - 4,17.2,MDR,Thachangode - Koorad - Kallamoola Road (KPWD/MDR/503020202/6,11.21106,76.292804
Pookkulam GLPS,Wandoor,Wandoor,Wandoor,1 - 4,21.8,SH,Valancheri â€“ Angadipuram-Wandoor-Vadapuram-Nilamboor Road (KPWD/MPM/SH/73/4,11.18966,76.234066
Pazhayakadakkal GUPS,Wandoor,Wandoor,Kalikavu,1 - 7,36.0,SH,Perumbilavu -Nilamboor Road (KPWD/MPM/SH/39/6,11.142177,76.347892
G G V H S S Wandoor,Wandoor,Wandoor,Wandoor,1 - 12,42.0,MDR,Thirkkalangodu - Thiruvali - Wandoor - Kalikavu Road (KPWD/MDR/503020202/7,11.19562,76.234259
Thuvvur GLPS,Wandoor,Wandoor,Kalikavu,1 - 4,44.8,SH,Perumbilavu -Nilamboor Road (KPWD/MPM/SH/39/6,11.111585,76.284165
Kooripoyil GLPS,Wandoor,Wandoor,Kalikavu,1 - 4,46.7,MDR,Udhirampoyil - Maliyekkal Road (KPWD/MDR11/503020202/14,11.199853,76.297753
Chadangamkulam GLPS,Wandoor,Wandoor,Wandoor,1 - 5,47.0,SH,Valancheri â€“ Angadipuram-Wandoor-Vadapuram-Nilamboor Road (KPWD/MPM/SH/73/4,11.217016,76.221099
Pullengode GMLPS,Wandoor,Wandoor,Kalikavu,1 - 4,49.9,SH,Perumbilavu - Nilamboor Road (KPWD/SH39/503020403/14,11.200585,76.337047
Amapoyil GLPS,Wandoor,Wandoor,Kalikavu,1 - 4,50.8,MDR,Thuvur - Puttamanna (KPWD/MDR13/503020202/13,11.161726,76.308576
Santhinagar GLPS,Wandoor,Wandoor,Wandoor,1 - 4,58.0,MDR,Parakkulam Kootumunda - Santhinagar (KPWD/MDR/503020202/4,11.208766,76.260674
Mampattumoola GLPS,Wandoor,Wandoor,Kalikavu,1 - 4,66.4,MDR,Thachangode - Koorad - Kallamoola Road (KPWD/MDR/503020202/6,11.221497,76.317112
Uthirampoyil GLPS,Wandoor,Wandoor,Kalikavu,1 - 4,72.5,SH,Perumbilavu - Nilamboor Road (KPWD/SH39/503020403/14,11.187986,76.326545
Kizhakkethala GLPS,Wandoor,Wandoor,Kalikavu,1 - 4,75.3,SH,Perumbilavu -Nilamboor Road (KPWD/MPM/SH/39/6,11.124123,76.341958
G.H.S Anchachavadi,Wandoor,Wandoor,Kalikavu,1 -10,76.4,MDR,Thirkkalangodu - Thiruvali - Wandoor - Kalikavu Road (KPWD/MDR/503020202/18,11.18653,76.29057
Karuvarakundu GLPS,Wandoor,Wandoor,Kalikavu,1 - 4,88.9,SH,Perumbilavu -Nilamboor Road (KPWD/MPM/SH/39/6,11.112713,76.327713
Maliyekkal GUPS,Wandoor,Wandoor,Kalikavu,1 - 7,91.1,MDR,Udhirampoyil - Maliyekkal Road (KPWD/MDR11/503020202/14,11.194906,76.308246
