Educational District,Educational Sub-District,School Code,School Name,Block Name,Level Name,Local Body,Revenue District,Phone,UDISE Code,Latitude,Longitude,Maps Link
Malappuram,Mankada,18645,G M L P S Vadakkangara,Mankada,1 - 4,Makkaraparamba(P),Malappuram,04933284088,32051500607,11.017849999999999,76.150890000000004,"http://maps.google.com/maps?q=11.017849999999999,76.150890000000004"
Malappuram,Mankada,18660,G U P S Koottilangadi,Mankada,1 - 7,Koottilangadi(P),Malappuram,6238971416,32051500303,11.034280000000001,76.104500000000002,"http://maps.google.com/maps?q=11.034280000000001,76.104500000000002"
Malappuram,Mankada,18664,G U P S Mankada Pallippuram,Mankada,1 - 7,Koottilangadi(P),Malappuram,04933241092,32051500301,11.06096,76.127269999999996,"http://maps.google.com/maps?q=11.06096,76.127269999999996"
Malappuram,Mankada,18150,GHS CHERIYAM MANKADA,Mankada,1 -10,Mankada(P),Malappuram,04933236020,32051500201,,,
Malappuram,Mankada,18666,Govt. U P School Pang,Mankada,1 - 7,Kuruva(P),Malappuram,04933243765,32051500407,10.971880000000001,76.099789999999999,"http://maps.google.com/maps?q=10.971880000000001,76.099789999999999"
Malappuram,Perinthalmanna,18097,G H S Aliparamba,Perinthalmanna,1 - 12,Aliparamba(P),Malappuram,04933234214,32050500215,10.918934,76.312984,"http://maps.google.com/maps?q=10.918934,76.312984"
Malappuram,Perinthalmanna,18705,GLPS Arakkuparamba,Perinthalmanna,1 - 4,Thazhekode(P),Malappuram,04933233800,32050500801,10.99145,76.32638,"http://maps.google.com/maps?q=10.99145,76.32638"
Malappuram,Perinthalmanna,18717,GLPS Kappumugham,Perinthalmanna,1 - 4,Thazhekode(P),Malappuram,04933250025,32050500802,10.96044,76.286339999999996,"http://maps.google.com/maps?q=10.96044,76.286339999999996"
Malappuram,Perinthalmanna,18716,GLPS Kunnakkavu,Perinthalmanna,1 - 4,Elamkulam(P),Malappuram,04933230140,32050500401,10.904719999999999,76.247429999999994,"http://maps.google.com/maps?q=10.904719999999999,76.247429999999994"
Malappuram,Perinthalmanna,18725,GLPS Pallikunnu,Perinthalmanna,1 - 4,Thazhekode(P),Malappuram,04933233700,32050500804,10.998710000000001,76.320369999999997,"http://maps.google.com/maps?q=10.998710000000001,76.320369999999997"
Malappuram,Perinthalmanna,18728,GLPS Parakkalmukku,Perinthalmanna,1 - 4,Elamkulam(P),Malappuram,9605318771,32050500402,10.915345,76.235166000000007,"http://maps.google.com/maps?q=10.915345,76.235166000000007"
Malappuram,Perinthalmanna,18731,GLPS Perinthalmanna East,,1 - 4,Perinthalmanna(M),Malappuram,7025297710,32050500103,10.971887000000001,76.232647,"http://maps.google.com/maps?q=10.971887000000001,76.232647"
Malappuram,Perinthalmanna,18732,GLPS Perinthalmanna West,,1 - 4,Perinthalmanna(M),Malappuram,04933227704,32050500104,,,
Malappuram,Perinthalmanna,18715,GMLPS Kakkooth,,1 - 4,Perinthalmanna(M),Malappuram,04933220310,32050500101,10.983306000000001,76.224637999999999,"http://maps.google.com/maps?q=10.983306000000001,76.224637999999999"
Malappuram,Perinthalmanna,18723,GMLPS Muthiramanna,Perinthalmanna,1 - 4,Thazhekode(P),Malappuram,9605727576,32050500803,10.95579,76.296890000000005,"http://maps.google.com/maps?q=10.95579,76.296890000000005"
Malappuram,Perinthalmanna,18730,GMLPS Perinthalmanna Central,,1 - 4,Perinthalmanna(M),Malappuram,9400730787,32050500102,10.978076,76.226290000000006,"http://maps.google.com/maps?q=10.978076,76.226290000000006"
Malappuram,Perinthalmanna,18736,GMLPS Puthur,Perinthalmanna,1 - 4,Thazhekode(P),Malappuram,04933216411,32050500805,10.987310000000001,76.349230000000006,"http://maps.google.com/maps?q=10.987310000000001,76.349230000000006"
Malappuram,Perinthalmanna,18737,GMLPS Thazhekode,Perinthalmanna,1 - 4,Thazhekode(P),Malappuram,04933250459,32050500806,10.956950000000001,76.304810000000003,"http://maps.google.com/maps?q=10.956950000000001,76.304810000000003"
Malappuram,Perinthalmanna,18739,GMLPS Thootha,Perinthalmanna,1 - 4,Aliparamba(P),Malappuram,,32050500201,10.918799999999999,76.286789999999996,"http://maps.google.com/maps?q=10.918799999999999,76.286789999999996"
Malappuram,Perinthalmanna,18758,GMUPS Valapuram,Perinthalmanna,1 - 7,Pulamanthole(P),Malappuram,9495454253,32050500701,10.921364000000001,76.165784000000002,"http://maps.google.com/maps?q=10.921364000000001,76.165784000000002"
Thirurangadi,Parappanangadi,19429,G. F. L. P. S. Kadalundi,Tirurangadi,1 - 5,Vallikkunnu(P),Malappuram,04942474888,32051200301,,,
Thirurangadi,Parappanangadi,19408,G. F. L. P. S. Parappanangadi,,1 - 4,Parappanangadi(M),Malappuram,04942940357,32051200102,11.070636,75.847279,"http://maps.google.com/maps?q=11.070636,75.847279"
Thirurangadi,Parappanangadi,19451,G. H. S. Trikkulam,,1 -10,Tirurangadi(M),Malappuram,04942460655,32051200206,11.04218,75.909440000000004,"http://maps.google.com/maps?q=11.04218,75.909440000000004"
Thirurangadi,Parappanangadi,19430,G. L .P. S. Melodiparamba,Tirurangadi,1 - 4,Moonniyur(P),Malappuram,9526903832,32051200520,11.106254,75.904889999999995,"http://maps.google.com/maps?q=11.106254,75.904889999999995"
Thirurangadi,Parappanangadi,19401,G. L. P. S. Anappadi,Tirurangadi,1 - 4,Parappanangadi(P),Malappuram,9744259107,32051200101,11.075530000000001,75.856470000000002,"http://maps.google.com/maps?q=11.075530000000001,75.856470000000002"
Thirurangadi,Parappanangadi,19433,G. L. P. S. Parappanangadi,,1 - 5,Parappanangadi(M),Malappuram,04942411144,32051200103,11.069179999999999,75.853639999999999,"http://maps.google.com/maps?q=11.069179999999999,75.853639999999999"
Thirurangadi,Parappanangadi,19414,G. L. P. S. Thirurangadi,,1 - 4,Tirurangadi(M),Malappuram,04942460922,32051200201,11.044321,75.923696000000007,"http://maps.google.com/maps?q=11.044321,75.923696000000007"
Thirurangadi,Parappanangadi,19435,G. L. P. S. Vallikunnu,Tirurangadi,1 - 5,Vallikkunnu(P),Malappuram,04942472380,32051200316,,,
Thirurangadi,Parappanangadi,19417,G. L. P. S. Venniyur,,1 - 4,Tirurangadi(M),Malappuram,04942480096,32051200203,11.014938000000001,75.938958999999997,"http://maps.google.com/maps?q=11.014938000000001,75.938958999999997"
Thirurangadi,Parappanangadi,19432,G. M. L. P. S. Parappanangadi,,1 - 4,Parappanangadi(M),Malappuram,04942940328,32051200104,11.060829,75.849040000000002,"http://maps.google.com/maps?q=11.060829,75.849040000000002"
Thirurangadi,Parappanangadi,19434,G. M. L. P. S. Parappanangadi Town,Tirurangadi,1 - 5,Parappanangadi(P),Malappuram,04942410265,32051200105,11.04823,75.85857,"http://maps.google.com/maps?q=11.04823,75.85857"
Thirurangadi,Parappanangadi,19412,G. M. L. P. S. Thirurangadi,,1 - 4,Tirurangadi(M),Malappuram,,32051200202,11.035572,75.926975999999996,"http://maps.google.com/maps?q=11.035572,75.926975999999996"
Thirurangadi,Parappanangadi,19436,G. M. L. P. S. Velimukku,Tirurangadi,1 - 5,Moonniyur(P),Malappuram,9048329674,32051200501,11.099083,75.894570000000002,"http://maps.google.com/maps?q=11.099083,75.894570000000002"
Thirurangadi,Parappanangadi,19441,G. M. U. P. S. Kakkad,,1 - 7,Tirurangadi(M),Malappuram,,32051200205,11.035220000000001,75.938239999999993,"http://maps.google.com/maps?q=11.035220000000001,75.938239999999993"
Thirurangadi,Parappanangadi,19447,G. M. U. P. S. Parakkadavu,Tirurangadi,1 - 7,Moonniyur(P),Malappuram,04942464069,32051200502,,,
Thirurangadi,Parappanangadi,19410,G. M. U. P. S. Puthan Kadappuram,,1 - 7,Parappanangadi(M),Malappuram,9747012322,32051200108,11.049709999999999,75.851470000000006,"http://maps.google.com/maps?q=11.049709999999999,75.851470000000006"
Thirurangadi,Parappanangadi,19453,G. M. U. P. S. Venniyur,,1 - 7,Tirurangadi(M),Malappuram,9947050306,32051200204,11.015067,75.953727000000001,"http://maps.google.com/maps?q=11.015067,75.953727000000001"
Thirurangadi,Parappanangadi,19439,G. U. P. S. Ariyallur,Tirurangadi,1 - 7,Vallikkunnu(P),Malappuram,04942474240,32051200302,,,
Thirurangadi,Parappanangadi,19443,G. U. P. S. Moonniyur,Tirurangadi,1 - 7,Moonniyur(P),Malappuram,04942477153,32051200503,,,
Thirurangadi,Parappanangadi,19449,G. W. U. P. S. Trikkulam,,1 - 7,Tirurangadi(M),Malappuram,04942465200,32051200207,11.04346,75.901430000000005,"http://maps.google.com/maps?q=11.04346,75.901430000000005"
Thirurangadi,Parappanangadi,19445,GHS Neduva,Tirurangadi,1 -10,Parappanangadi(P),Malappuram,04942415088,32051200106,,,
Thirurangadi,Tanur,19636,A. M. L. P. S. Kormanthala,,1 - 4,Tanur(M),Malappuram,9495070849,32051100114,10.987159999999999,75.867883000000006,"http://maps.google.com/maps?q=10.987159999999999,75.867883000000006"
Thirurangadi,Tanur,19671,G H S Meenadathur,Tanur,1 -10,Tanalur(P),Malappuram,04942584020,32051100201,10.942207,75.910048000000003,"http://maps.google.com/maps?q=10.942207,75.910048000000003"
Thirurangadi,Tanur,19024,G. H. S. S. Kattilangadi,,1 - 12,Tanur(M),Malappuram,04942441085,32051100118,10.97254,75.891819999999996,"http://maps.google.com/maps?q=10.97254,75.891819999999996"
Thirurangadi,Tanur,19119,G. H. S. S. Ponmundam,Tanur,1 - 12,Ponmundam(P),Malappuram,04942588686,32051100501,10.957122999999999,75.956855000000004,"http://maps.google.com/maps?q=10.957122999999999,75.956855000000004"
Thirurangadi,Tanur,19660,G. L. P. S. K.Puram,Tanur,1 - 5,Tanalur(P),Malappuram,04942445040,32051100202,10.95149,75.897909999999996,"http://maps.google.com/maps?q=10.95149,75.897909999999996"
Thirurangadi,Tanur,19613,G. L. P. S. Kanmanam,Tanur,1 - 4,Valavannur(P),Malappuram,04942548698,32051100602,10.906295999999999,75.982984999999999,"http://maps.google.com/maps?q=10.906295999999999,75.982984999999999"
Thirurangadi,Tanur,19611,G. L. P. S. Klari West,Tanur,1 - 4,Perumanna klari(P),Malappuram,9400172760,32051101006,10.98592,75.967969999999994,"http://maps.google.com/maps?q=10.98592,75.967969999999994"
Thirurangadi,Tanur,19622,G. L. P. S. Nannambra,Tirurangadi,1 - 4,Nannambra(P),Malappuram,04942480710,32051100302,10.995660000000001,75.909589999999994,"http://maps.google.com/maps?q=10.995660000000001,75.909589999999994"
Thirurangadi,Tanur,19662,G. L. P. S. Ozhur,Tanur,1 - 5,Ozhur(P),Malappuram,9562313328,32051100704,10.965999999999999,75.906109999999998,"http://maps.google.com/maps?q=10.965999999999999,75.906109999999998"
Thirurangadi,Tanur,19663,G. L. P. S. Pariyapuram,,1 - 5,Tanur(M),Malappuram,04942441133,32051101102,11.002219999999999,75.873840000000001,"http://maps.google.com/maps?q=11.002219999999999,75.873840000000001"
Thirurangadi,Tanur,19629,G. L. P. S. Rayirimangalam,,1 - 4,Tanur(M),Malappuram,04942441940,32051101103,10.99357,75.873099999999994,"http://maps.google.com/maps?q=10.99357,75.873099999999994"
Thirurangadi,Tanur,19635,G. L. P. S. Rayirimangalam East,,1 - 4,Tanur(M),Malappuram,9446388965,32051100108,10.990608999999999,75.877506999999994,"http://maps.google.com/maps?q=10.990608999999999,75.877506999999994"
Thirurangadi,Tanur,19664,G. L. P. S. Tanur,,1 - 5,Tanur(M),Malappuram,2440320,32051100117,10.974337,75.879199999999997,"http://maps.google.com/maps?q=10.974337,75.879199999999997"
Thirurangadi,Tanur,19602,G. M. L. P. S. Cherumukku,Tirurangadi,1 - 4,Nannambra(P),Malappuram,04942483599,32051100303,11.02253,75.924350000000004,"http://maps.google.com/maps?q=11.02253,75.924350000000004"
Thirurangadi,Tanur,19605,G. M. L. P. S. Cheruvannur,Tanur,1 - 4,Valavannur(P),Malappuram,04942546096,32051100601,10.928094,75.973060000000004,"http://maps.google.com/maps?q=10.928094,75.973060000000004"
Thirurangadi,Tanur,19607,G. M. L. P. S. Edakadappuram,Tanur,1 - 4,Tanur(P),Malappuram,04942444068,32051100102,10.96927,75.872743,"http://maps.google.com/maps?q=10.96927,75.872743"
Thirurangadi,Tanur,19609,G. M. L. P. S. Iringavoor,Tanur,1 - 4,Cheriyamundam(P),Malappuram,04942585000,32051100403,10.93993,75.939520000000002,"http://maps.google.com/maps?q=10.93993,75.939520000000002"
Thirurangadi,Tanur,19616,G. M. L. P. S. Korad,Tanur,1 - 4,Ozhur(P),Malappuram,04942583350,32051100702,10.98109,75.914010000000005,"http://maps.google.com/maps?q=10.98109,75.914010000000005"
Thirurangadi,Tanur,19661,G. M. L. P. S. Kuttippala,Tanur,1 - 5,Perumanna klari(P),Malappuram,,32051101009,10.966749999999999,75.961110000000005,"http://maps.google.com/maps?q=10.966749999999999,75.961110000000005"
Thirurangadi,Tanur,19619,G. M. L. P. S. Manalipuzha,Tanur,1 - 4,Ozhur(P),Malappuram,9946368230,32051100703,10.990460000000001,75.925619999999995,"http://maps.google.com/maps?q=10.990460000000001,75.925619999999995"
Thirurangadi,Tanur,19624,G. M. L. P. S. Panangattur,,1 - 4,Tanur(M),Malappuram,9605115089,32051100103,10.990209999999999,75.897379999999998,"http://maps.google.com/maps?q=10.990209999999999,75.897379999999998"
Thirurangadi,Tanur,19626,G. M. L. P. S. Parapputhadam,Tanur,1 - 4,Cheriyamundam(P),Malappuram,04942588284,32051100404,10.934659999999999,75.947249999999997,"http://maps.google.com/maps?q=10.934659999999999,75.947249999999997"
Thirurangadi,Tanur,19631,G. M. L. P. S. Ponmundam South,Tanur,1 - 4,Cheriyamundam(P),Malappuram,04942585058,32051100405,10.948919999999999,75.950950000000006,"http://maps.google.com/maps?q=10.948919999999999,75.950950000000006"
Thirurangadi,Tanur,19633,G. M. L. P. S. Puthiyakadppuram North,,1 - 4,Tanur(M),Malappuram,04942444241,32051100105,10.950653000000001,75.877138000000002,"http://maps.google.com/maps?q=10.950653000000001,75.877138000000002"
Thirurangadi,Tanur,19637,G. M. L. P. S. Rayirimangalam,,1 - 4,Tanur(M),Malappuram,04942440899,32051100107,10.980980000000001,75.876930000000002,"http://maps.google.com/maps?q=10.980980000000001,75.876930000000002"
Thirurangadi,Tanur,19640,G. M. L. P. S. Tanur North,,1 - 4,Tanur(M),Malappuram,04942443361,32051100110,10.98312,75.869812999999994,"http://maps.google.com/maps?q=10.98312,75.869812999999994"
Thirurangadi,Tanur,19642,G. M. L. P. S. Thalakadathur,Tanur,1 - 4,Cheriyamundam(P),Malappuram,04942587160,32051100406,10.939,75.937460000000002,"http://maps.google.com/maps?q=10.939,75.937460000000002"
Thirurangadi,Tanur,19644,G. M. L. P. S. Thiruthy,Tirurangadi,1 - 4,Nannambra(P),Malappuram,04942480014,32051100304,11.016109999999999,75.900440000000003,"http://maps.google.com/maps?q=11.016109999999999,75.900440000000003"
Thirurangadi,Tanur,19646,G. M. L. P. S. Valavannur,Tanur,1 - 4,Valavannur(P),Malappuram,04942549080,32051100603,10.958043,75.976714000000001,"http://maps.google.com/maps?q=10.958043,75.976714000000001"
Thirurangadi,Tanur,19669,G. M. U. P. S. Kodinhi,Tirurangadi,1 - 7,Nannambra(P),Malappuram,04942482735,32051100301,11.01703,75.910719999999998,"http://maps.google.com/maps?q=11.01703,75.910719999999998"
Thirurangadi,Tanur,19673,G. M. U. P. S. Tanur Town,,1 - 7,Tanur(M),Malappuram,04942445170,32051100129,10.97752,75.871183000000002,"http://maps.google.com/maps?q=10.97752,75.871183000000002"
Thirurangadi,Tanur,19699,G. U. P. S Niramaruthur,Tanur,1 - 7,Niramaruthoor(P),Malappuram,,32051100908,,,
Thirurangadi,Tanur,19667,G. U. P. S. Karingappara,Tanur,1 - 7,Ozhur(P),Malappuram,04942489151,32051100717,10.9862,75.942490000000006,"http://maps.google.com/maps?q=10.9862,75.942490000000006"
Thirurangadi,Vengara,19862,CHAKKEERI AHAMMED KUTTY MEMORIAL G.M.U.P.S.CHERUR,Vengara,1 - 7,Kannamangalam(P),Malappuram,04942454056,32051300913,11.068300000000001,75.985929999999996,"http://maps.google.com/maps?q=11.068300000000001,75.985929999999996"
Thirurangadi,Vengara,19868,G H S Kuruka,Vengara,1 -10,Vengara(P),Malappuram,04942454244,32051300117,11.03964,75.968620000000001,"http://maps.google.com/maps?q=11.03964,75.968620000000001"
Thirurangadi,Vengara,19820,G L P S Othukkungal,Malappuram,1 - 4,Othukkungal(P),Malappuram,9645212970,32051300301,11.02562,76.026409999999998,"http://maps.google.com/maps?q=11.02562,76.026409999999998"
Thirurangadi,Vengara,19828,G M L P S Karathode,Vengara,1 - 4,Uragam(P),Malappuram,04832836171,32051300216,11.063008999999999,76.013634999999994,"http://maps.google.com/maps?q=11.063008999999999,76.013634999999994"
Thirurangadi,Vengara,19863,G U P S Cholakundu,Vengara,1 - 7,Parappur(P),Malappuram,04832750123,32051300413,11.01839,75.985020000000006,"http://maps.google.com/maps?q=11.01839,75.985020000000006"
Thirurangadi,Vengara,19867,GHS Kolappuram,Vengara,1 -10,Abdul Rahiman Nagar(P),Malappuram,9744249304,32051300706,11.05608,75.935000000000002,"http://maps.google.com/maps?q=11.05608,75.935000000000002"
Thirurangadi,Vengara,19073,GHSS Peruvallur,Tirurangadi,1 - 12,Peruvallur(P),Malappuram,04942434701,32051301019,11.105309999999999,75.924660000000003,"http://maps.google.com/maps?q=11.105309999999999,75.924660000000003"
Thirurangadi,Vengara,19077,GHSS Puthuparamba,Vengara,1 - 12,Edarikode(P),Malappuram,04832750430,32051300513,11.02323,75.970619999999997,"http://maps.google.com/maps?q=11.02323,75.970619999999997"
Thirurangadi,Vengara,19810,GLPS Kannamangalam,Vengara,1 - 4,Kannamangalam(P),Malappuram,04942493810,32051300914,11.076840000000001,75.969650000000001,"http://maps.google.com/maps?q=11.076840000000001,75.969650000000001"
Thirurangadi,Vengara,19812,GLPS Klari,Vengara,1 - 4,Edarikode(P),Malappuram,04832750460,32051300502,10.987310000000001,75.984579999999994,"http://maps.google.com/maps?q=10.987310000000001,75.984579999999994"
Thirurangadi,Vengara,19818,GLPS Kodalikundu,Vengara,1 - 4,Uragam(P),Malappuram,04942450044,32051300214,11.060510000000001,76.002499999999998,"http://maps.google.com/maps?q=11.060510000000001,76.002499999999998"
Thirurangadi,Vengara,19826,GLPS Nottappuram,Vengara,1 - 4,Kannamangalam(P),Malappuram,04942490204,32051300909,11.063656999999999,75.974143999999995,"http://maps.google.com/maps?q=11.063656999999999,75.974143999999995"
Thirurangadi,Vengara,19833,GLPS Olakara,Tirurangadi,1 - 4,Peruvallur(P),Malappuram,9497843083,32051301021,11.083855,75.930001000000004,"http://maps.google.com/maps?q=11.083855,75.930001000000004"
Thirurangadi,Vengara,19855,GLPS Orakam Kizhumuri,Vengara,1 - 5,Uragam(P),Malappuram,9847510030,32051300221,11.052021,75.993125000000006,"http://maps.google.com/maps?q=11.052021,75.993125000000006"
Thirurangadi,Vengara,19830,GLPS Orakam Melmuri,Vengara,1 - 4,Uragam(P),Malappuram,04942455815,32051300220,11.063756,76.031395000000003,"http://maps.google.com/maps?q=11.063756,76.031395000000003"
Thirurangadi,Vengara,19856,GLPS Parambilpeedika,Tirurangadi,1 - 4,Peruvallur(P),Malappuram,04942434155,32051301011,,,
Thirurangadi,Vengara,19836,GLPS Peruvallur,Tirurangadi,1 - 4,Peruvallur(P),Malappuram,9446882907,32051301012,11.11383,75.925210000000007,"http://maps.google.com/maps?q=11.11383,75.925210000000007"
Thirurangadi,Vengara,19840,GLPS Pukayur,Vengara,1 - 4,Abdul Rahiman Nagar(P),Malappuram,04942460464,32051300703,11.073853,75.914429999999996,"http://maps.google.com/maps?q=11.073853,75.914429999999996"
Thirurangadi,Vengara,19841,GLPS Thattancherimala,Vengara,1 - 4,Vengara(P),Malappuram,9747396232,32051300120,11.045565,75.945858000000001,"http://maps.google.com/maps?q=11.045565,75.945858000000001"
Thirurangadi,Vengara,19805,GMLPS C.U. Campus,Tirurangadi,1 - 4,Thenhippalam(P),Malappuram,04942401211,32051300806,11.130990000000001,75.891859999999994,"http://maps.google.com/maps?q=11.130990000000001,75.891859999999994"
Thirurangadi,Vengara,19804,GMLPS Cherukunnu,Malappuram,1 - 4,Othukkungal(P),Malappuram,9947098491,32051300308,11.012736,76.011487000000002,"http://maps.google.com/maps?q=11.012736,76.011487000000002"
Thirurangadi,Vengara,19802,GMLPS Cherur,Vengara,1 - 4,Kannamangalam(P),Malappuram,04832450556,32051300916,11.073861000000001,75.985242,"http://maps.google.com/maps?q=11.073861000000001,75.985242"
Thirurangadi,Vengara,19808,GMLPS Edakkaparamba,Vengara,1 - 4,Kannamangalam(P),Malappuram,04942491114,32051300915,11.0863,75.966750000000005,"http://maps.google.com/maps?q=11.0863,75.966750000000005"
Thirurangadi,Vengara,19809,GMLPS Iringallur,Vengara,1 - 4,Parappur(P),Malappuram,04832838583,32051300407,11.02338,76.007080000000002,"http://maps.google.com/maps?q=11.02338,76.007080000000002"
Thirurangadi,Vengara,19814,GMLPS Kilinakode,Vengara,1 - 4,Kannamangalam(P),Malappuram,04942450042,32051300910,11.07687,76.000529999999998,"http://maps.google.com/maps?q=11.07687,76.000529999999998"
Thirurangadi,Vengara,19816,GMLPS Koomanna,Tirurangadi,1 - 4,Peruvallur(P),Malappuram,04942434006,32051301020,11.087400000000001,75.913550000000001,"http://maps.google.com/maps?q=11.087400000000001,75.913550000000001"
Thirurangadi,Vengara,19853,GMLPS Koyappa,Tirurangadi,1 - 5,Thenhippalam(P),Malappuram,04942400060,32051300831,11.121880000000001,75.89622,"http://maps.google.com/maps?q=11.121880000000001,75.89622"
Thirurangadi,Vengara,19822,GMLPS Mampuram,Vengara,1 - 4,Abdul Rahiman Nagar(P),Malappuram,9847635365,32051300721,11.056100000000001,75.920419999999993,"http://maps.google.com/maps?q=11.056100000000001,75.920419999999993"
Thirurangadi,Vengara,19824,GMLPS Orakam Kizhmuri,Vengara,1 - 4,Uragam(P),Malappuram,9495531052,32051300215,11.050383,76.011311000000006,"http://maps.google.com/maps?q=11.050383,76.011311000000006"
Thirurangadi,Vengara,19838,GMLPS Puthur,Malappuram,1 - 4,Othukkungal(P),Malappuram,9446352439,32051300307,11.0036,76.015240000000006,"http://maps.google.com/maps?q=11.0036,76.015240000000006"
Thirurangadi,Vengara,19864,GMUPS Kannamangalam,Vengara,1 - 7,Kannamangalam(P),Malappuram,04942490330,32051300917,11.07803,75.975560000000002,"http://maps.google.com/maps?q=11.07803,75.975560000000002"
Thirurangadi,Vengara,19014,GMVHSS Vengara Town,Vengara,1 - 12,Vengara(P),Malappuram,04942451677,32051300115,11.049436,75.977941000000001,"http://maps.google.com/maps?q=11.049436,75.977941000000001"
Thirurangadi,Vengara,19859,GUPS AR Nagar,Vengara,1 - 7,Abdul Rahiman Nagar(P),Malappuram,04942493261,32051300705,11.071719999999999,75.947029999999998,"http://maps.google.com/maps?q=11.071719999999999,75.947029999999998"
Thirurangadi,Vengara,19866,GUPS Klari,Vengara,1 - 7,Edarikode(P),Malappuram,04832751431,32051300616,10.99273,75.979870000000005,"http://maps.google.com/maps?q=10.99273,75.979870000000005"
Thirurangadi,Vengara,19871,GUPS Thenhippalam,Tirurangadi,1 - 7,Thenhippalam(P),Malappuram,04942400188,32051300802,11.12959,75.871619999999993,"http://maps.google.com/maps?q=11.12959,75.871619999999993"
Thirurangadi,Vengara,19872,GUPS Valiyora,Vengara,1 - 7,Vengara(P),Malappuram,04942459817,32051300116,11.048730000000001,75.949709999999996,"http://maps.google.com/maps?q=11.048730000000001,75.949709999999996"
Tirur,Edappal,19216,G. B. L. P. S. Mudur,Ponnani,1 - 4,Vattamkulam(P),Malappuram,04942698650,32050700501,10.804169999999999,76.026449999999997,"http://maps.google.com/maps?q=10.804169999999999,76.026449999999997"
Tirur,Edappal,19034,G. H. S. S. Kadanchery,Ponnani,1 - 12,Kalady(P),Malappuram,04942687606,32050700709,10.825850000000001,75.987629999999996,"http://maps.google.com/maps?q=10.825850000000001,75.987629999999996"
Tirur,Edappal,19244,G. H. W. L. P. S. Maravancheri,Ponnani,1 - 5,Tavanur(P),Malappuram,8129397857,32050700305,10.831856,75.997435999999993,"http://maps.google.com/maps?q=10.831856,75.997435999999993"
Tirur,Edappal,19235,G. J. B. S. Vattamkulam,Ponnani,1 - 4,Vattamkulam(P),Malappuram,04942680633,32050700503,10.785135,76.015860000000004,"http://maps.google.com/maps?q=10.785135,76.015860000000004"
Tirur,Edappal,19201,G. L. P. S. Alankode,Perumpadappa,1 - 4,Alamcode(P),Malappuram,9946701554,32050700102,,,
Tirur,Edappal,19205,G. L. P. S. Chiyanur,Perumpadappa,1 - 4,Alamcode(P),Malappuram,9946681732,32050700103,10.738329999999999,76.030299999999997,"http://maps.google.com/maps?q=10.738329999999999,76.030299999999997"
Tirur,Edappal,19206,G. L. P. S. Edappal,Ponnani,1 - 4,Edappal(P),Malappuram,,32050700202,10.788449999999999,75.996279999999999,"http://maps.google.com/maps?q=10.788449999999999,75.996279999999999"
Tirur,Edappal,19208,G. L. P. S. Kaladi,Ponnani,1 - 4,Kalady(P),Malappuram,,32050700711,10.81377,76.012960000000007,"http://maps.google.com/maps?q=10.81377,76.012960000000007"
Tirur,Edappal,19214,G. L. P. S. Mookkuthala,Perumpadappa,1 - 4,Nannamukku(P),Malappuram,,32050700402,10.73319,76.012439999999998,"http://maps.google.com/maps?q=10.73319,76.012439999999998"
Tirur,Edappal,19218,G. L. P. S. Nariparamba,Ponnani,1 - 4,Kalady(P),Malappuram,00000000000,32050700712,10.815314000000001,75.964247,"http://maps.google.com/maps?q=10.815314000000001,75.964247"
Tirur,Edappal,19222,G. L. P. S. Perumparamba,Ponnani,1 - 4,Edappal(P),Malappuram,04942681247,32050700205,10.801500000000001,75.995469999999997,"http://maps.google.com/maps?q=10.801500000000001,75.995469999999997"
Tirur,Edappal,19223,G. L. P. S. Polpakkara,Ponnani,1 - 4,Edappal(P),Malappuram,9048611913,32050700206,10.792126,75.985551999999998,"http://maps.google.com/maps?q=10.792126,75.985551999999998"
Tirur,Edappal,19225,G. L. P. S. Sukapuram,Ponnani,1 - 4,Vattamkulam(P),Malappuram,04942684750,32050700502,10.773210000000001,76.014939999999996,"http://maps.google.com/maps?q=10.773210000000001,76.014939999999996"
Tirur,Edappal,19229,G. L. P. S. Thrikkanapuram,Ponnani,1 - 4,Tavanur(P),Malappuram,9447923828,32050700307,10.839665999999999,75.988632999999993,"http://maps.google.com/maps?q=10.839665999999999,75.988632999999993"
Tirur,Edappal,19227,G. L. P. S. Thuyyam,Ponnani,1 - 4,Edappal(P),Malappuram,9539765670,32050700207,10.78511,75.984250000000003,"http://maps.google.com/maps?q=10.78511,75.984250000000003"
Tirur,Edappal,19220,G. M. L. P. S. Pallikara,Perumpadappa,1 - 4,Nannamukku(P),Malappuram,04942650235,32050700403,10.727149000000001,76.029347999999999,"http://maps.google.com/maps?q=10.727149000000001,76.029347999999999"
Tirur,Edappal,19233,G. M. L. P. S. Vadakkummuri,Perumpadappa,1 - 4,Nannamukku(P),Malappuram,04942653730,32050700416,10.737365,76.010026999999994,"http://maps.google.com/maps?q=10.737365,76.010026999999994"
Tirur,Edappal,19246,G. M. U. P. S. Edappal,Ponnani,1 - 7,Edappal(P),Malappuram,04942685703,32050700203,10.78435,76.001549999999995,"http://maps.google.com/maps?q=10.78435,76.001549999999995"
Tirur,Edappal,19249,G. U. P. S. Kololamba,Ponnani,1 - 7,Edappal(P),Malappuram,04942689160,32050700217,10.782252,75.947046,"http://maps.google.com/maps?q=10.782252,75.947046"
